Initializing I2C devices...									
Testing device connections...									
ax	ay	az			0		INC_ax	INC_ay	INC_az
8	-2	2042	32	-			3	9	-1
11	7	2041	32	-			6	8	-11
17	15	2030	32	-			5	-6	1
22	9	2031	32	-			-18	8	29
4	17	2060	32	-			4	-7	-24
8	10	2036	32	-			6	-18	-22
14	-8	2014	32	-			-1	1	38
13	-7	2052	32	-			12	15	7
25	8	2059	32	-			-18	-14	-28
7	-6	2031	32	-			-7	3	35
0	-3	2066	32	-			15	-4	-1
15	-7	2065	32	-			-9	21	-25
6	14	2040	32	-			-8	-17	-2
-2	-3	2038	32	-			8	9	32
6	6	2070	32	-			-3	-8	-24
3	-2	2046	32	-			-20	-9	-9
-17	-11	2037	32	-			23	10	14
6	-1	2051	32	-			-1	-1	14
5	-2	2065	32	-			0	2	-48
5	0	2017	32	-			6	12	33
11	12	2050	32	-			-5	-12	-2
6	0	2048	32	-			8	-15	-21
14	-15	2027	32	-			-19	27	16
-5	12	2043	32	-			20	-28	0
15	-16	2043	32	-			-16	14	-2
-1	-2	2041	32	-			9	4	9
8	2	2050	32	-			-12	-10	-6
-4	-8	2044	32	-			13	-2	-16
9	-10	2028	32	-			-2	9	25
7	-1	2053	32	-			-15	5	4
-8	4	2057	32	-			4	-12	-17
-4	-8	2040	32	-			11	-3	-4
7	-11	2036	32	-			-3	0	-4
4	-11	2032	32	-			-7	-7	16
-3	-18	2048	32	-			0	9	-12
-3	-9	2036	32	-			13	8	31
10	-1	2067	32	-			-8	-5	-23
2	-6	2044	32	-			-9	-10	-8
-7	-16	2036	32	-			12	5	31
5	-11	2067	32	-			0	7	-22
5	-4	2045	32	-			-4	2	-21
1	-2	2024	32	-			6	8	26
7	6	2050	32	-			-7	-9	-1
0	-3	2049	32	-			6	-6	-33
6	-9	2016	32	-			-8	11	9
-2	2	2025	32	-			17	0	39
15	2	2064	32	-			-5	2	-27
10	4	2037	32	-			6	3	15
16	7	2052	32	-			2	13	17
18	20	2069	32	-			-20	-10	-38
-2	10	2031	32	-			4	-7	4
2	3	2035	32	-			9	16	17
11	19	2052	32	-			12	-22	5
23	-3	2057	32	-			-5	9	-24
18	6	2033	32	-			-7	0	14
11	6	2047	32	-			-1	1	35
10	7	2082	32	-			10	-3	-51
20	4	2031	32	-			-6	0	12
14	4	2043	32	-			-14	9	22
0	13	2065	32	-			4	-31	-16
4	-18	2049	32	-			5	20	-1
9	2	2048	32	-			-17	6	11
-8	8	2059	32	-			15	-22	-4
7	-14	2055	32	-			-14	22	-9
-7	8	2046	32	-			6	-21	9
-1	-13	2055	32	-			3	23	-13
2	10	2042	32	-			-3	-16	-15
-1	-6	2027	32	-			7	8	30
6	2	2057	32	-			-2	-20	-18
4	-18	2039	32	-			-12	10	-6
-8	-8	2033	32	-			11	-1	9
3	-9	2042	32	-			8	-2	17
11	-11	2059	32	-			-10	2	-11
1	-9	2048	32	-			7	5	-15
8	-4	2033	32	-			-9	4	28
-1	0	2061	32	-			0	-12	-24
-1	-12	2037	32	-			2	7	-17
1	-5	2020	32	-			-4	-3	8
-3	-8	2028	32	-			4	1	18
1	-7	2046	32	-			9	5	-17
10	-2	2029	32	-			7	-4	17
17	-6	2046	32	-			-1	-12	6
16	-18	2052	32	-			-12	17	-16
4	-1	2036	32	-			4	14	20
8	13	2056	32	-			5	-20	-2
13	-7	2054	32	-			-8	1	-14
5	-6	2040	32	-			8	14	1
13	8	2041	32	-			-3	-2	24
10	6	2065	32	-			-11	-6	-34
-1	0	2031	32	-			-13	-3	35
-14	-3	2066	32	-			13	0	-10
-1	-3	2056	32	-			5	0	-11
4	-3	2045	32	-			0	14	-16
4	11	2029	32	-			8	1	33
12	12	2062	32	-			-6	-17	-35
6	-5	2027	32	-			9	5	28
15	0	2055	32	-			-17	14	8
-2	14	2063	32	-			7	-36	-13
5	-22	2050	32	-			-9	3	-4
-4	-19	2046	32	-			4	21	6
0	2	2052	32	-			0	-1	13
0	1	2065	32	-			6	2	-13
6	3	2052	32	-			7	-3	-10
13	0	2042	32	-			-1	-2	28
12	-2	2070	32	-			-19	-7	-34
-7	-9	2036	32	-			7	10	12
0	1	2048	32	-			7	8	9
7	9	2057	32	-			13	-12	-18
20	-3	2039	32	-			-13	3	-7
7	0	2032	32	-			-8	-4	18
-1	-4	2050	32	-			-1	-10	-8
-2	-14	2042	32	-			0	-3	-11
-2	-17	2031	32	-			12	29	20
10	12	2051	32	-			-9	-20	-17
1	-8	2034	32	-			8	4	16
9	-4	2050	32	-			-4	6	-14
5	2	2036	32	-			-7	-13	22
-2	-11	2058	32	-			3	-15	-26
1	-26	2032	32	-			-5	17	22
-4	-9	2054	32	-			2	2	-14
-2	-7	2040	32	-			6	6	14
4	-1	2054	32	-			-9	-5	-24
-5	-6	2030	32	-			12	-7	26
7	-13	2056	32	-			-10	2	-18
-3	-11	2038	32	-			2	12	15
-1	1	2053	32	-			7	17	-4
6	18	2049	32	-			6	-12	-7
12	6	2042	32	-			-9	-11	-17
3	-5	2025	32	-			5	17	19
8	12	2044	32	-			-3	-18	6
5	-6	2050	32	-			2	12	1
7	6	2051	32	-			-10	4	-15
-3	10	2036	32	-			10	3	35
7	13	2071	32	-			10	-18	-37
17	-5	2034	32	-			-8	17	5
9	12	2039	32	-			-5	-4	15
4	8	2054	32	-			3	-15	-7
7	-7	2047	32	-			-8	7	-16
-1	0	2031	32	-			17	9	14
16	9	2045	32	-			-10	-20	2
6	-11	2047	32	-			1	16	1
7	5	2048	32	-			0	-8	12
7	-3	2060	32	-			18	-2	6
25	-5	2066	32	-			-17	10	-18
8	5	2048	32	-			-6	-5	4
2	0	2052	32	-			6	-1	3
8	-1	2055	32	-			-1	-5	-22
7	-6	2033	32	-			-13	19	26
-6	13	2059	32	-			15	-6	-3
9	7	2056	32	-			-16	-14	-9
-7	-7	2047	32	-			14	-2	5
7	-9	2052	32	-			-8	11	-7
-1	2	2045	32	-			4	-11	-2
3	-9	2043	32	-			-10	0	-3
-7	-9	2040	32	-			3	11	18
-4	2	2058	32	-			10	1	7
6	3	2065	32	-			-14	0	-18
-8	3	2047	32	-			-8	8	8
-16	11	2055	32	-			21	-6	-1
5	5	2054	32	-			2	0	-28
7	5	2026	32	-			-9	-1	10
-2	4	2036	32	-			7	-11	18
5	-7	2054	32	-			-4	7	-38
1	0	2016	32	-			-7	10	22
-6	10	2038	32	-			15	-11	12
9	-1	2050	32	-			-3	-17	-3
6	-18	2047	32	-			4	2	6
10	-16	2053	32	-			3	21	-5
13	5	2048	32	-			-16	-13	4
-3	-8	2052	32	-			13	17	-26
10	9	2026	32	-			-5	-7	16
5	2	2042	32	-			-15	-2	5
-10	0	2047	32	-			11	-3	-32
1	-3	2015	32	-			8	16	45
9	13	2060	32	-			-4	-8	-11
5	5	2049	32	-			-3	-18	-1
2	-13	2048	32	-			2	14	12
4	1	2060	32	-			4	8	-4
8	9	2056	32	-			-9	-7	-10
-1	2	2046	32	-			8	0	10
7	2	2056	32	-			9	9	-14
16	11	2042	32	-			0	2	20
16	13	2062	32	-			-15	5	-20
1	18	2042	32	-			13	-1	9
14	17	2051	32	-			-4	-8	15
10	9	2066	32	-			2	-7	-23
12	2	2043	32	-			-10	-1	9
2	1	2052	32	-			0	6	-1
2	7	2051	32	-			7	0	-10
9	7	2041	32	-			-3	-11	17
6	-4	2058	32	-			6	7	3
12	3	2061	32	-			-8	3	-27
4	6	2034	32	-			9	-8	13
13	-2	2047	32	-			5	1	8
18	-1	2055	32	-			-15	-12	-23
3	-13	2032	32	-			0	18	19
3	5	2051	32	-			-13	-7	11
-10	-2	2062	32	-			9	-1	-7
-1	-3	2055	32	-			7	-6	-2
6	-9	2053	32	-			-6	11	8
0	2	2061	32	-			6	-18	-12
6	-16	2049	32	-			-8	9	-20
-2	-7	2029	32	-			7	16	24
5	9	2053	32	-			8	-11	-11
13	-2	2042	32	-			-8	-12	-6
5	-14	2036	32	-			-7	15	8
-2	1	2044	32	-			12	-2	-17
10	-1	2027	32	-			5	7	8
15	6	2035	32	-			-9	-9	6
6	-3	2041	32	-			8	-2	23
14	-5	2064	32	-			-7	8	-13
7	3	2051	32	-			5	-5	-5
12	-2	2046	32	-			-4	13	10
8	11	2056	32	-			-2	-20	12
6	-9	2068	32	-			8	5	-47
14	-4	2021	32	-			-7	5	31
7	1	2052	32	-			1	0	-3
8	1	2049	32	-			-9	-12	3
-1	-11	2052	32	-			7	14	-9
6	3	2043	32	-			9	-6	3
15	-3	2046	32	-			-17	0	-3
-2	-3	2043	32	-			9	4	10
7	1	2053	32	-			3	-12	-11
10	-11	2042	32	-			-10	-11	-18
0	-22	2024	32	-			5	10	16
5	-12	2040	32	-			-13	9	8
-8	-3	2048	32	-			17	-1	-11
9	-4	2037	32	-			7	11	15
16	7	2052	32	-			-6	-7	0
10	0	2052	32	-			-17	0	5
-7	0	2057	32	-			3	4	-19
-4	4	2038	32	-			4	-2	15
0	2	2053	32	-			3	-3	13
3	-1	2066	32	-			9	0	-5
12	-1	2061	32	-			-15	8	-23
-3	7	2038	32	-			-4	-13	18
-7	-6	2056	32	-			-1	-1	-11
-8	-7	2045	32	-			16	2	17
8	-5	2062	32	-			-7	9	-1
1	4	2061	32	-			1	9	-18
2	13	2043	32	-			5	-5	-3
7	8	2040	32	-			-3	6	-3
4	14	2037	32	-			-3	-22	-5
1	-8	2032	32	-			3	6	4
4	-2	2036	32	-			-8	8	11
-4	6	2047	32	-			11	-16	-12
7	-10	2035	32	-			9	6	4
16	-4	2039	32	-			-7	7	17
9	3	2056	32	-			-2	-8	6
7	-5	2062	32	-			-5	2	-37
2	-3	2025	32	-			1	9	-1
3	6	2024	32	-			1	-19	19
4	-13	2043	32	-			12	20	-14
16	7	2029	32	-			-16	1	-1
0	8	2028	32	-			18	-8	28
18	0	2056	32	-			-8	-2	-24
10	-2	2032	32	-			-21	2	-2
-11	0	2030	32	-			21	11	21
10	11	2051	32	-			-11	-19	-19
-1	-8	2032	32	-			12	-4	-8
11	-12	2024	32	-			-13	16	21
-2	4	2045	32	-			22	-6	-5
20	-2	2040	32	-			-25	1	-6
-5	-1	2034	32	-			2	7	16
-3	6	2050	32	-			-3	-11	-6
-6	-5	2044	32	-			17	-9	-11
11	-14	2033	32	-			3	27	24
14	13	2057	32	-			-14	-13	-5
0	0	2052	32	-			-10	-1	-9
-10	-1	2043	32	-			14	11	16
4	10	2059	32	-			-1	-15	7
3	-5	2066	32	-			-4	2	-30
-1	-3	2036	32	-			6	-6	9
5	-9	2045	32	-			-4	21	-3
1	12	2042	32	-			3	-17	-11
4	-5	2031	32	-			8	-6	12
12	-11	2043	32	-			-14	13	15
-2	2	2058	32	-			8	-20	-19
6	-18	2039	32	-			-10	10	-5
-4	-8	2034	32	-			14	5	9
10	-3	2043	32	-			7	4	13
17	1	2056	32	-			-15	-20	-18
2	-19	2038	32	-			7	30	9
9	11	2047	32	-			1	-26	12
10	-15	2059	32	-			4	-3	-12
14	-18	2047	32	-			-6	8	6
8	-10	2053	32	-			2	9	-1
10	-1	2052	32	-			-6	-3	0
4	-4	2052	32	-			11	-2	-20
15	-6	2032	32	-			-30	11	19
-15	5	2051	32	-			23	-23	-7
8	-18	2044	32	-			5	18	6
13	0	2050	32	-			3	2	-30
16	2	2020	32	-			2	5	16
18	7	2036	32	-			-6	-11	16
12	-4	2052	32	-			0	8	-6
12	4	2046	32	-			-9	-1	20
3	3	2066	32	-			7	-16	-15
10	-13	2051	32	-			0	28	-9
10	15	2042	32	-			-7	-1	19
3	14	2061	32	-			-1	-17	-28
2	-3	2033	32	-			1	-1	7
3	-4	2040	32	-			-4	6	19
-1	2	2059	32	-			2	-18	5
1	-16	2064	32	-			1	9	-13
2	-7	2051	32	-			7	8	9
9	1	2060	32	-			-4	6	-9
5	7	2051	32	-			-4	-3	-10
1	4	2041	32	-			8	0	10
9	4	2051	32	-			-11	-2	-10
-2	2	2041	32	-			2	-6	-21
0	-4	2020	32	-			-4	7	30
-4	3	2050	32	-			8	-12	-12
4	-9	2038	32	-			13	-3	3
17	-12	2041	32	-			-23	17	-8
-6	5	2033	32	-			13	-4	21
7	1	2054	32	-			-9	-12	-12
-2	-11	2042	32	-			-2	5	21
-4	-6	2063	32	-			6	12	-19
2	6	2044	32	-			11	-17	20
13	-11	2064	32	-			8	10	-21
21	-1	2043	32	-			-10	12	16
11	11	2059	32	-			-11	-15	-30
0	-4	2029	32	-			-4	10	13
-4	6	2042	32	-			17	-2	-19
13	4	2023	32	-			-2	-20	13
11	-16	2036	32	-			10	11	-9
21	-5	2027	32	-			-16	3	27
5	-2	2054	32	-			0	-10	21
5	-12	2075	32	-			-1	15	-28
4	3	2047	32	-			-1	-3	11
3	0	2058	32	-			-2	-14	16
1	-14	2074	32	-			13	6	-31
14	-8	2043	32	-			-13	17	-8
1	9	2035	32	-			6	5	17
7	14	2052	32	-			-1	-24	-17
6	-10	2035	32	-			-10	10	1
-4	0	2036	32	-			-2	4	10
-6	4	2046	32	-			15	-18	-9
9	-14	2037	32	-			-5	13	-15
4	-1	2022	32	-			-9	9	36
-5	8	2058	32	-			7	1	0
2	9	2058	32	-			-7	-14	-20
-5	-5	2038	32	-			6	17	8
1	12	2046	32	-			1	-14	16
2	-2	2062	32	-			15	-6	-17
17	-8	2045	32	-			-2	16	6
15	8	2051	32	-			-17	9	13
-2	17	2064	32	-			6	-13	-9
4	4	2055	32	-			0	-12	-23
4	-8	2032	32	-			-9	20	21
-5	12	2053	32	-			-5	-6	-7
-10	6	2046	32	-			21	-2	-7
11	4	2039	32	-			1	-3	2
12	1	2041	32	-			-16	6	6
-4	7	2047	32	-			11	-8	-18
7	-1	2029	32	-			-4	6	27
3	5	2056	32	-			-3	-6	-14
0	-1	2042	32	-			7	-2	7
7	-3	2049	32	-			-16	1	3
-9	-2	2052	32	-			19	0	-8
10	-2	2044	32	-			1	-9	-9
11	-11	2035	32	-			-5	7	12
6	-4	2047	32	-			6	6	-2
12	2	2045	32	-			-6	-17	-9
6	-15	2036	32	-			-6	8	16
0	-7	2052	32	-			9	20	3
9	13	2055	32	-			-18	-18	-7
-9	-5	2048	32	-			9	9	-1
0	4	2047	32	-			-9	8	27
-9	12	2074	32	-			3	-7	-36
-6	5	2038	32	-			17	7	-19
11	12	2019	32	-			-1	-6	2
10	6	2021	32	-			-9	-1	42
1	5	2063	32	-			7	-10	-21
8	-5	2042	32	-			-7	6	2
1	1	2044	32	-			-3	3	17
-2	4	2061	32	-			7	-18	-6
5	-14	2055	32	-			6	4	-24
11	-10	2031	32	-			-4	12	27
7	2	2058	32	-			-9	5	-5
-2	7	2053	32	-			12	-14	-10
10	-7	2043	32	-			2	20	14
12	13	2057	32	-			-12	-14	-11
0	-1	2046	32	-			5	-2	-10
5	-3	2036	32	-			0	6	-2
5	3	2034	32	-			0	-5	19
5	-2	2053	32	-			10	1	-27
15	-1	2026	32	-			-6	-2	5
9	-3	2031	32	-			-3	-6	12
6	-9	2043	32	-			-4	5	-3
2	-4	2040	32	-			6	-1	-6
8	-5	2034	32	-			2	2	44
10	-3	2078	32	-			-13	9	-34
-3	6	2044	32	-			7	-14	-9
4	-8	2035	32	-			-7	12	17
-3	4	2052	32	-			-11	-4	5
-14	0	2057	32	-			22	-14	-22
8	-14	2035	32	-			0	16	6
8	2	2041	32	-			-1	2	0
7	4	2041	32	-			-11	5	1
-4	9	2042	32	-			6	-7	13
2	2	2055	32	-			-1	-16	-12
1	-14	2043	32	-			1	3	8
2	-11	2051	32	-			6	23	15
8	12	2066	32	-			-21	-11	-7
-13	1	2059	32	-			10	1	-4
-3	2	2055	32	-			16	4	-6
13	6	2049	32	-			-10	8	-1
3	14	2048	32	-			-9	-19	-13
-6	-5	2035	32	-			5	14	0
-1	9	2035	32	-			10	-9	11
9	0	2046	32	-			-16	-10	-1
-7	-10	2045	32	-			20	9	-15
13	-1	2030	32	-			-8	2	19
5	1	2049	32	-			-11	-4	-12
-6	-3	2037	32	-			11	-10	8
5	-13	2045	32	-			-15	15	19
-10	2	2064	32	-			22	-12	-12
12	-10	2052	32	-			1	17	13
13	7	2065	32	-			4	-19	-27
17	-12	2038	32	-			-7	25	39
10	13	2077	32	-			-5	-11	-63
5	2	2014	32	-			-10	7	32
-5	9	2046	32	-			9	-10	11
4	-1	2057	32	-			10	-2	-13
14	-3	2044	32	-			8	21	14
22	18	2058	32	-			-17	-19	-3
5	-1	2055	32	-			0	1	-24
5	0	2031	32	-			-3	0	15
2	0	2046	32	-			7	10	-6
9	10	2040	32	-			3	-8	10
12	2	2050	32	-			-7	-15	-22
5	-13	2028	32	-			-3	21	19
2	8	2047	32	-			1	1	-6
3	9	2041	32	-			2	-28	-3
5	-19	2038	32	-			-7	14	-9
-2	-5	2029	32	-			-3	7	15
-5	2	2044	32	-			6	-22	1
1	-20	2045	32	-			13	9	-2
14	-11	2043	32	-			-7	10	4
7	-1	2047	32	-			3	-1	10
10	-2	2057	32	-			-12	-2	4
-2	-4	2061	32	-			5	10	-13
3	6	2048	32	-			15	-3	-8
18	3	2040	32	-			0	-14	-5
18	-11	2035	32	-			-7	24	19
11	13	2054	32	-			-1	-22	-4
10	-9	2050	32	-			-12	11	-11
-2	2	2039	32	-			4	3	9
2	5	2048	32	-			12	7	8
14	12	2056	32	-			-10	0	-5
4	12	2051	32	-			-6	-9	5
-2	3	2056	32	-			-7	2	-3
-9	5	2053	32	-			23	4	-16
14	9	2037	32	-			-21	3	3
-7	12	2040	32	-			9	-12	30
2	0	2070	32	-			13	-2	-27
15	-2	2043	32	-			-1	-4	-18
14	-6	2025	32	-			-5	21	13
9	15	2038	32	-			-3	-15	5
6	0	2043	32	-			-3	-8	-13
3	-8	2030	32	-			15	11	10
18	3	2040	32	-			-23	-9	23
-5	-6	2063	32	-			1	0	-18
-4	-6	2045	32	-			11	11	2
7	5	2047	32	-			5	-4	10
12	1	2057	32	-			-21	-6	-24
-9	-5	2033	32	-			14	-4	6
5	-9	2039	32	-			-1	-2	23
4	-11	2062	32	-			5	19	-8
9	8	2054	32	-			8	-1	-12
17	7	2042	32	-			1	-6	9
18	1	2051	32	-			-1	-9	-11
17	-8	2040	32	-			-17	9	-11
0	1	2029	32	-			3	13	20
3	14	2049	32	-			-1	-20	-2
2	-6	2047	32	-			3	11	0
5	5	2047	32	-			3	-1	-9
8	4	2038	32	-			5	-2	30
13	2	2068	32	-			-12	-13	-17
1	-11	2051	32	-			8	12	-8
9	1	2043	32	-			-18	-2	-11
-9	-1	2032	32	-			20	-14	44
11	-15	2076	32	-			3	30	-14
14	15	2062	32	-			12	-32	-22
26	-17	2040	32	-			-24	44	50
2	27	2090	32	-			-5	-41	-52
-3	-14	2038	32	-			5	28	39
2	14	2077	32	-			3	-8	-19
5	6	2058	32	-			-10	-12	-18
-5	-6	2040	32	-			9	16	2
4	10	2042	32	-			2	-1	16
6	9	2058	32	-			-11	-7	-21
-5	2	2037	32	-			11	4	1
6	6	2038	32	-			3	-1	27
9	5	2065	32	-			1	-1	-35
10	4	2030	32	-			3	0	1
13	4	2031	32	-			-10	10	39
3	14	2070	32	-			5	-20	-41
8	-6	2029	32	-			-7	10	12
1	4	2041	32	-			-6	-9	11
-5	-5	2052	32	-			0	3	2
-5	-2	2054	32	-			12	6	-10
7	4	2044	32	-			5	3	15
12	7	2059	32	-			-6	-3	-11
6	4	2048	32	-			-7	-1	-20
-1	3	2028	32	-			4	6	22
3	9	2050	32	-			3	-3	20
6	6	2070	32	-			1	-14	-25
7	-8	2045	32	-			7	6	5
14	-2	2050	32	-			-18	6	14
-4	4	2064	32	-			11	-3	-1
7	1	2063	32	-			10	1	-16
17	2	2047	32	-			-3	4	-10
14	6	2037	32	-			-14	-11	-1
0	-5	2036	32	-			5	-1	-10
5	-6	2026	32	-			-4	18	8
1	12	2034	32	-			13	-13	14
14	-1	2048	32	-			-8	14	-17
6	13	2031	32	-			16	-22	12
22	-9	2043	32	-			-14	2	-4
8	-7	2039	32	-			2	1	-15
10	-6	2024	32	-			-6	1	28
4	-5	2052	32	-			2	5	14
6	0	2066	32	-			1	-12	-11
7	-12	2055	32	-			0	13	-10
7	1	2045	32	-			-13	4	16
-6	5	2061	32	-			12	-9	-27
6	-4	2034	32	-			0	-14	5
6	-18	2039	32	-			15	27	5
21	9	2044	32	-			-27	-32	-31
-6	-23	2013	32	-			9	25	12
3	2	2025	32	-			4	6	29
7	8	2054	32	-			-4	-8	-17
3	0	2037	32	-			-5	-11	2
-2	-11	2039	32	-			2	9	2
0	-2	2041	32	-			14	4	7
14	2	2048	32	-			-14	4	9
0	6	2057	32	-			14	5	-5
14	11	2052	32	-			-2	2	7
12	13	2059	32	-			-8	-28	-23
4	-15	2036	32	-			5	25	4
9	10	2040	32	-			-1	-5	0
8	5	2040	32	-			10	0	-3
18	5	2037	32	-			-5	-3	13
13	2	2050	32	-			-7	9	-14
6	11	2036	32	-			-12	-12	3
-6	-1	2039	32	-			17	-6	-3
11	-7	2036	32	-			0	3	13
11	-4	2049	32	-			-7	10	8
4	6	2057	32	-			4	-7	-27
8	-1	2030	32	-			4	0	14
12	-1	2044	32	-			-2	9	21
10	8	2065	32	-			-6	-16	-31
4	-8	2034	32	-			-1	14	-8
3	6	2026	32	-			13	-8	31
16	-2	2057	32	-			-18	0	-12
-2	-2	2045	32	-			11	2	-2
9	0	2043	32	-			6	3	10
15	3	2053	32	-			-20	-4	-26
-5	-1	2027	32	-			11	-6	7
6	-7	2034	32	-			10	12	19
16	5	2053	32	-			-21	-12	5
-5	-7	2058	32	-			12	0	-11
7	-7	2047	32	-			1	14	-11
8	7	2036	32	-			8	-1	22
16	6	2058	32	-			-9	-13	-22
7	-7	2036	32	-			-10	23	-4
-3	16	2032	32	-			11	-23	14
8	-7	2046	32	-			-13	3	-15
-5	-4	2031	32	-			18	8	12
13	4	2043	32	-			-2	-14	2
11	-10	2045	32	-			-3	9	-19
8	-1	2026	32	-			-10	6	24
-2	5	2050	32	-			-4	-4	2
-6	1	2052	32	-			5	-2	13
-1	-1	2065	32	-			-2	-14	-11
-3	-15	2054	32	-			18	30	10
15	15	2064	32	-			-3	-17	-9
12	-2	2055	32	-			-9	-9	-11
3	-11	2044	32	-			-2	8	-2
1	-3	2042	32	-			2	-8	11
3	-11	2053	32	-			-4	16	-5
-1	5	2048	32	-			9	3	4
8	8	2052	32	-			-1	-2	-9
7	6	2043	32	-			0	-5	6
7	1	2049	32	-			-5	-10	-21
2	-9	2028	32	-			3	21	21
5	12	2049	32	-			-6	-7	17
-1	5	2066	32	-			4	-8	-23
3	-3	2043	32	-			14	15	6
17	12	2049	32	-			-8	-20	8
9	-8	2057	32	-			-4	5	-28
5	-3	2029	32	-			11	5	31
16	2	2060	32	-			-19	-11	0
-3	-9	2060	32	-			7	-5	-24
4	-14	2036	32	-			10	7	7
14	-7	2043	32	-			5	3	13
19	-4	2056	32	-			-21	2	3
-2	-2	2059	32	-			9	-4	-6
7	-6	2053	32	-			-9	-2	17
-2	-8	2070	32	-			-11	19	12
-13	11	2082	32	-			11	-36	-77
-2	-25	2005	32	-			8	50	44
6	25	2049	32	-			-4	-30	-28
2	-5	2021	32	-			8	3	27
10	-2	2048	32	-			13	11	-22
23	9	2026	32	-			-29	-3	40
-6	6	2066	32	-			9	9	-22
3	15	2044	32	-			-6	-18	16
-3	-3	2060	32	-			-6	-1	4
-9	-4	2064	32	-			23	-5	2
14	-9	2066	32	-			-14	21	-4
0	12	2062	32	-			9	-20	3
9	-8	2065	32	-			14	-12	-12
23	-20	2053	32	-			-6	18	-1
17	-2	2052	32	-			-11	-10	-16
6	-12	2036	32	-			-4	8	-9
2	-4	2027	32	-			-6	5	-12
-4	1	2015	32	-			2	10	31
-2	11	2046	32	-			1	-30	-9
-1	-19	2037	32	-			1	26	3
0	7	2040	32	-			9	3	13
9	10	2053	32	-			5	-6	11
14	4	2064	32	-			-5	-22	-25
9	-18	2039	32	-			-3	22	16
6	4	2055	32	-			1	-7	6
7	-3	2061	32	-			-19	1	-9
-12	-2	2052	32	-			23	0	-16
11	-2	2036	32	-			-12	0	4
-1	-2	2040	32	-			0	16	9
-1	14	2049	32	-			10	-24	-7
9	-10	2042	32	-			0	18	0
9	8	2042	32	-			-13	-2	-1
-4	6	2041	32	-			10	-2	-6
6	4	2035	32	-			-9	-13	12
-3	-9	2047	32	-			5	10	7
2	1	2054	32	-			-7	-9	-40
-5	-8	2014	32	-			11	18	44
6	10	2058	32	-			13	-6	-8
19	4	2050	32	-			-9	-2	2
10	2	2052	32	-			-7	0	-7
3	2	2045	32	-			-1	-5	10
2	-3	2055	32	-			4	-9	-22
6	-12	2033	32	-			-2	12	8
4	0	2041	32	-			4	11	18
8	11	2059	32	-			-4	-17	-15
4	-6	2044	32	-			-12	2	8
-8	-4	2052	32	-			13	7	8
5	3	2060	32	-			7	-6	-17
12	-3	2043	32	-			-8	9	7
4	6	2050	32	-			-8	-1	21
-4	5	2071	32	-			7	-6	-9
3	-1	2062	32	-			-6	1	-24
-3	0	2038	32	-			12	8	4
9	8	2042	32	-			2	4	1
11	12	2043	32	-			0	-13	-11
11	-1	2032	32	-			1	5	2
12	4	2034	32	-			1	-2	15
13	2	2049	32	-			-17	-8	-9
-4	-6	2040	32	-			6	11	4
2	5	2044	32	-			-3	-4	8
-1	1	2052	32	-			12	-16	5
11	-15	2057	32	-			-9	14	-12
2	-1	2045	32	-			4	0	-1
6	-1	2044	32	-			10	-2	17
16	-3	2061	32	-			-12	6	-19
4	3	2042	32	-			11	2	16
15	5	2058	32	-			-4	-5	-22
11	0	2036	32	-			-8	4	7
3	4	2043	32	-			0	2	21
3	6	2064	32	-			18	2	-3
21	8	2061	32	-			-15	-3	-16
6	5	2045	32	-			1	5	-12
7	10	2033	32	-			4	-5	16
11	5	2049	32	-			6	-13	-15
17	-8	2034	32	-			-12	19	3
5	11	2037	32	-			8	3	24
13	14	2061	32	-			-10	-19	-11
3	-5	2050	32	-			4	-7	-5
7	-12	2045	32	-			-6	9	23
1	-3	2068	32	-			5	0	-29
6	-3	2039	32	-			4	-7	-12
10	-10	2027	32	-			-2	20	44
8	10	2071	32	-			-2	-1	-4
6	9	2067	32	-			2	-10	-31
8	-1	2036	32	-			-4	-3	6
4	-4	2042	32	-			3	11	9
7	7	2051	32	-			2	-6	-12
9	1	2039	32	-			-5	-12	15
4	-11	2054	32	-			1	16	-3
5	5	2051	32	-			0	-17	-5
5	-12	2046	32	-			5	16	-4
10	4	2042	32	-			0	6	16
10	10	2058	32	-			-12	-20	1
-2	-10	2059	32	-			1	7	-26
-1	-3	2033	32	-			5	-1	29
4	-4	2062	32	-			5	-9	-9
9	-13	2053	32	-			7	10	-30
16	-3	2023	32	-			-26	-1	15
-10	-4	2038	32	-			15	2	8
5	-2	2046	32	-			6	-7	-3
11	-9	2043	32	-			-4	12	0
7	3	2043	32	-			7	1	25
14	4	2068	32	-			-1	-7	-11
13	-3	2057	32	-			-14	21	-5
-1	18	2052	32	-			12	-8	-2
11	10	2050	32	-			-12	-14	-6
-1	-4	2044	32	-			-1	-6	6
-2	-10	2050	32	-			25	11	12
23	1	2062	32	-			-12	0	-25
11	1	2037	32	-			3	-1	-4
14	0	2033	32	-			-13	1	13
1	1	2046	32	-			-8	-4	0
-7	-3	2046	32	-			4	6	-31
-3	3	2015	32	-			7	-1	13
4	2	2028	32	-			1	8	33
5	10	2061	32	-			4	-16	-14
9	-6	2047	32	-			-11	9	-2
-2	3	2045	32	-			14	7	12
12	10	2057	32	-			-17	-19	-7
-5	-9	2050	32	-			4	15	7
-1	6	2057	32	-			5	-3	-9
4	3	2048	32	-			4	-5	4
8	-2	2052	32	-			-4	-7	-23
4	-9	2029	32	-			-5	21	26
-1	12	2055	32	-			3	-18	-12
