Initializing I2C devices...									
Testing device connections...									
ax	ay	az			0		INC_ax	INC_ay	INC_az
223	-81	1942	8	-			0	2	-8
223	-79	1934	8	-			-18	-11	-30
205	-90	1904	8	-			-5	-8	-4
200	-98	1900	8	-			-11	-29	0
189	-127	1900	8	-			25	-8	-14
214	-135	1886	8	-			3	-16	-5
217	-151	1881	8	-			2	-15	15
219	-166	1896	8	-			-3	10	0
216	-156	1896	8	-			11	-7	18
227	-163	1914	8	-			6	15	4
233	-148	1918	8	-			16	13	21
249	-135	1939	8	-			20	26	22
269	-109	1961	8	-			-15	37	7
254	-72	1968	8	-			6	35	9
260	-37	1977	8	-			-15	53	0
245	16	1977	8	-			-15	19	8
230	35	1985	8	-			-27	24	12
203	59	1997	8	-			-16	21	-10
187	80	1987	8	-			-6	15	4
181	95	1991	8	-			-24	24	-6
157	119	1985	8	-			-7	7	-19
150	126	1966	8	-			11	7	-4
161	133	1962	8	-			-10	-8	-33
151	125	1929	8	-			7	-19	-29
158	106	1900	8	-			-17	6	-24
141	112	1876	8	-			-5	-27	-47
136	85	1829	8	-			-6	4	-33
130	89	1796	8	-			3	-27	-12
133	62	1784	8	-			-14	3	-33
119	65	1751	8	-			0	-3	-25
119	62	1726	8	-			-2	-17	-26
117	45	1700	8	-			-1	-6	-20
116	39	1680	8	-			2	-30	-16
118	9	1664	8	-			-11	1	-29
107	10	1635	8	-			-19	-6	-1
88	4	1634	8	-			-8	4	4
80	8	1638	8	-			5	-36	-11
85	-28	1627	8	-			-16	0	-30
69	-28	1597	8	-			0	-18	-9
69	-46	1588	8	-			-3	-28	2
66	-74	1590	8	-			12	-12	-2
78	-86	1588	8	-			10	-14	2
88	-100	1590	8	-			12	-9	-7
100	-109	1583	8	-			-10	13	-7
90	-96	1576	8	-			16	-14	10
106	-110	1586	8	-			3	25	-18
109	-85	1568	8	-			-10	23	29
99	-62	1597	8	-			-2	-1	-26
97	-63	1571	8	-			-5	12	2
92	-51	1573	8	-			-7	-1	-12
85	-52	1561	8	-			-6	6	-16
79	-46	1545	8	-			-9	-8	-8
70	-54	1537	8	-			0	5	-26
70	-49	1511	8	-			-24	-19	-18
46	-68	1493	8	-			-10	-7	-25
36	-75	1468	8	-			-16	-2	-15
20	-77	1453	8	-			4	24	-22
24	-53	1431	8	-			-6	-7	-21
18	-60	1410	8	-			9	-10	12
27	-70	1422	8	-			14	8	9
41	-62	1431	8	-			5	10	-21
46	-52	1410	8	-			14	-6	36
60	-58	1446	8	-			-1	5	5
59	-53	1451	8	-			2	-1	29
61	-54	1480	8	-			16	16	29
77	-38	1509	8	-			4	14	27
81	-24	1536	8	-			-4	15	39
77	-9	1575	8	-			2	30	53
79	21	1628	8	-			23	12	10
102	33	1638	8	-			-2	31	45
100	64	1683	8	-			12	29	-4
112	93	1679	8	-			-19	27	45
93	120	1724	8	-			-7	32	9
86	152	1733	8	-			4	-3	9
90	149	1742	8	-			-4	127	412
86	276	2154	8	-			908	9643	14229
994	9919	16383	9	Y-			-739	-9606	-13749
255	313	2634	9	-			583	-1709	-3276
838	-1396	-642	9	-			189	-10	1368
1027	-1406	726	9	-			-452	1067	1646
575	-339	2372	9	-			-494	275	531
81	-64	2903	9	-			-506	-27	418
-425	-91	3321	9	-			-127	77	-11
-552	-14	3310	9	-			137	35	-240
-415	21	3070	9	-			286	40	-454
-129	61	2616	9	-			186	-95	-374
57	-34	2242	9	-			102	-141	-232
159	-175	2010	9	-			-20	-282	-260
139	-457	1750	9	-			-33	-235	-236
106	-692	1514	9	-			-23	-67	-138
83	-759	1376	9	-			-32	3	-177
51	-756	1199	9	-			-68	76	-126
-17	-680	1073	9	-			-51	94	-59
-68	-586	1014	9	-			-104	183	-55
-172	-403	959	9	-			-152	174	-14
-324	-229	945	9	-			-62	162	26
-386	-67	971	9	-			35	89	35
-351	22	1006	9	-			137	80	97
-214	102	1103	9	-			135	70	106
-79	172	1209	9	-			92	11	49
13	183	1258	9	-			117	9	111
130	192	1369	9	-			77	-15	66
207	177	1435	9	-			36	4	47
243	181	1482	9	-			16	-7	119
259	174	1601	9	-			-17	10	87
242	184	1688	9	-			-17	0	73
225	184	1761	9	-			23	7	100
248	191	1861	9	-			-13	17	56
235	208	1917	9	-			-31	-23	65
204	185	1982	9	-			29	-8	45
233	177	2027	9	-			-11	-39	41
222	138	2068	9	-			-15	-23	36
207	115	2104	9	-			18	-15	34
225	100	2138	9	-			-6	-43	22
219	57	2160	9	-			35	-18	-6
254	39	2154	9	-			5	1	5
259	40	2159	9	-			25	-22	-12
284	18	2147	9	-			-2	3	-7
282	21	2140	9	-			-1	6	-34
281	27	2106	9	-			-5	-11	-16
276	16	2090	9	-			2	-23	-8
278	-7	2082	9	-			-17	-3	-11
261	-10	2071	9	-			-19	12	-21
242	2	2050	9	-			-7	3	-52
235	5	1998	9	-			-44	9	-7
191	14	1991	9	-			-2	1	-54
189	15	1937	9	-			-31	14	-1
158	29	1936	9	-			12	2	-51
170	31	1885	9	-			-7	6	-53
163	37	1832	9	-			-14	-5	-38
149	32	1794	9	-			-7	-2	-42
142	30	1752	9	-			-24	2	-38
118	32	1714	9	-			-2	3	-21
116	35	1693	9	-			-15	9	-51
101	44	1642	9	-			-3	-1	-46
98	43	1596	9	-			-1	11	-36
97	54	1560	9	-			2	-16	-44
99	38	1516	9	-			-18	-17	-50
81	21	1466	9	-			-34	-34	-42
47	-13	1424	9	-			9	-27	-46
56	-40	1378	9	-			-26	-4	-40
30	-44	1338	9	-			34	-49	-31
64	-93	1307	9	-			-5	-36	-3
59	-129	1304	9	-			-24	-17	-41
35	-146	1263	9	-			5	-2	5
40	-148	1268	9	-			10	-23	0
50	-171	1268	9	-			-8	12	37
42	-159	1305	9	-			9	50	35
51	-109	1340	9	-			5	-14	58
56	-123	1398	9	-			-9	23	29
47	-100	1427	9	-			1	14	58
48	-86	1485	9	-			23	-13	90
71	-99	1575	9	-			-218	548	4180
-147	449	5755	9	-			-1191	3277	4563
-1338	3726	10318	10	Z-			2576	-3573	-9691
1238	153	627	10	-			522	-902	-208
1760	-749	419	10	-			-262	91	384
1498	-658	803	10	-			-929	233	1761
569	-425	2564	10	-			-499	310	805
70	-115	3369	10	-			-164	257	4
-94	142	3373	10	-			87	94	-172
-7	236	3201	10	-			30	98	-281
23	334	2920	10	-			67	-21	-244
90	313	2676	10	-			66	-64	-161
156	249	2515	10	-			118	-178	-324
274	71	2191	10	-			87	-215	-225
361	-144	1966	10	-			-31	-171	-116
330	-315	1850	10	-			-34	-35	-86
296	-350	1764	10	-			-141	22	-44
155	-328	1720	10	-			-86	39	-93
69	-289	1627	10	-			-92	82	-93
-23	-207	1534	10	-			-77	102	-12
-100	-105	1522	10	-			-90	108	-55
-190	3	1467	10	-			-69	119	-14
-259	122	1453	10	-			35	51	12
-224	173	1465	10	-			70	6	16
-154	179	1481	10	-			121	22	65
-33	201	1546	10	-			121	-17	58
88	184	1604	10	-			65	-16	62
153	168	1666	10	-			33	-8	34
186	160	1700	10	-			27	3	68
213	163	1768	10	-			24	-4	90
237	159	1858	10	-			-5	12	62
232	171	1920	10	-			3	-11	49
235	160	1969	10	-			6	-3	51
241	157	2020	10	-			3	-7	78
244	150	2098	10	-			24	-15	36
268	135	2134	10	-			2	-3	33
270	132	2167	10	-			6	-7	8
276	125	2175	10	-			11	14	14
287	139	2189	10	-			-19	-2	-13
268	137	2176	10	-			39	-10	-46
307	127	2130	10	-			-19	-16	14
288	111	2144	10	-			3	0	-67
291	111	2077	10	-			7	-29	-31
298	82	2046	10	-			-10	-21	-19
288	61	2027	10	-			-11	-24	-28
277	37	1999	10	-			-26	-23	-45
251	14	1954	10	-			5	-27	-25
256	-13	1929	10	-			-40	-34	-6
216	-47	1923	10	-			7	-21	-44
223	-68	1879	10	-			-12	-10	-36
211	-78	1843	10	-			-40	10	18
171	-68	1861	10	-			5	9	-52
176	-59	1809	10	-			-24	13	-24
152	-46	1785	10	-			-8	24	-45
144	-22	1740	10	-			-32	4	9
112	-18	1749	10	-			-22	32	-41
90	14	1708	10	-			8	27	-13
98	41	1695	10	-			-19	11	-38
79	52	1657	10	-			3	35	-31
82	87	1626	10	-			2	12	-12
84	99	1614	10	-			-7	21	4
77	120	1618	10	-			-18	26	-36
59	146	1582	10	-			4	8	-6
63	154	1576	10	-			13	6	0
76	160	1576	10	-			0	0	-14
76	160	1562	10	-			10	11	4
86	171	1566	10	-			-11	5	24
75	176	1590	10	-			-12	3	7
63	179	1597	10	-			-3	9	1
60	188	1598	10	-			-29	5	23
31	193	1621	10	-			-5	-12	-6
26	181	1615	10	-			-8	-3	26
18	178	1641	10	-			4	1	17
22	179	1658	10	-			-24	-35	37
-2	144	1695	10	-			9	-9	11
7	135	1706	10	-			-108	24	984
-101	159	2690	10	-			-1710	4261	11546
-1811	4420	14236	11	Z-			2529	-3158	-12466
718	1262	1770	11	-			1053	-1139	-1802
1771	123	-32	11	-			51	-586	668
1822	-463	636	11	-			-842	-174	1471
980	-637	2107	11	-			-748	69	1214
232	-568	3321	11	-			-119	238	-41
113	-330	3280	11	-			-73	77	-12
40	-253	3268	11	-			-27	251	-195
13	-2	3073	11	-			288	-7	-500
301	-9	2573	11	-			12	-10	-105
313	-19	2468	11	-			-71	-29	-182
242	-48	2286	11	-			-65	-119	-198
177	-167	2088	11	-			0	-65	-157
177	-232	1931	11	-			-8	-75	-196
169	-307	1735	11	-			-101	4	-93
68	-303	1642	11	-			-128	31	-69
-60	-272	1573	11	-			-104	44	-67
-164	-228	1506	11	-			-92	157	-79
-256	-71	1427	11	-			-27	145	-104
-283	74	1323	11	-			3	122	-18
-280	196	1305	11	-			24	65	40
-256	261	1345	11	-			94	34	62
-162	295	1407	11	-			115	-12	50
-47	283	1457	11	-			79	-33	18
32	250	1475	11	-			23	-10	28
55	240	1503	11	-			90	-12	32
145	228	1535	11	-			27	-2	55
172	226	1590	11	-			15	13	41
187	239	1631	11	-			24	8	49
211	247	1680	11	-			6	-8	46
217	239	1726	11	-			-40	17	82
177	256	1808	11	-			-24	-15	50
153	241	1858	11	-			22	-2	12
175	239	1870	11	-			-35	3	45
140	242	1915	11	-			-4	-25	-3
136	217	1912	11	-			18	-4	18
154	213	1930	11	-			9	-16	13
163	197	1943	11	-			5	-16	5
168	181	1948	11	-			4	-13	-6
172	168	1942	11	-			36	-13	-22
208	155	1920	11	-			-16	9	18
192	164	1938	11	-			19	2	-11
211	166	1927	11	-			-7	-11	15
204	155	1942	11	-			-10	-32	-22
194	123	1920	11	-			-31	-5	2
163	118	1922	11	-			-22	-18	-2
141	100	1920	11	-			5	-25	-7
146	75	1913	11	-			-27	-4	-7
119	71	1906	11	-			-13	-3	-14
106	68	1892	11	-			6	-9	-14
112	59	1878	11	-			-18	-6	-1
94	53	1877	11	-			7	1	6
101	54	1883	11	-			-18	14	-18
83	68	1865	11	-			-10	2	-24
73	70	1841	11	-			-8	13	1
65	83	1842	11	-			10	3	1
75	86	1843	11	-			-21	-5	-39
54	81	1804	11	-			-15	4	16
39	85	1820	11	-			31	-4	-28
70	81	1792	11	-			-3	5	3
67	86	1795	11	-			4	5	23
71	91	1818	11	-			-14	14	-42
57	105	1776	11	-			3	0	1
60	105	1777	11	-			-1	6	7
59	111	1784	11	-			-10	9	16
49	120	1800	11	-			6	20	-4
55	140	1796	11	-			-19	-7	8
36	133	1804	11	-			-17	17	13
19	150	1817	11	-			-13	-17	-8
6	133	1809	11	-			-2	-5	26
4	128	1835	11	-			-2	0	18
2	128	1853	11	-			8	-5	9
10	123	1862	11	-			-87	7	1229
-77	130	3091	11	-			-676	2110	12804
-753	2240	15895	12	Z-			956	-137	-13108
203	2103	2787	12	-			1334	-1646	-1998
1537	457	789	12	-			-69	-737	528
1468	-280	1317	12	-			-588	-204	1155
880	-484	2472	12	-			-368	-42	719
512	-526	3191	12	-			-325	198	289
187	-328	3480	12	-			-189	172	-111
-2	-156	3369	12	-			20	64	-289
18	-92	3080	12	-			147	5	-195
165	-87	2885	12	-			148	17	-331
313	-70	2554	12	-			182	-49	-317
495	-119	2237	12	-			57	-57	-227
552	-176	2010	12	-			-55	-92	-117
497	-268	1893	12	-			-328	-22	105
169	-290	1998	12	-			-105	36	-252
64	-254	1746	12	-			-32	0	-242
32	-254	1504	12	-			-79	28	-109
-47	-226	1395	12	-			-133	70	-153
-180	-156	1242	12	-			-77	98	-66
-257	-58	1176	12	-			-1	110	-136
-258	52	1040	12	-			28	70	-19
-230	122	1021	12	-			37	94	67
-193	216	1088	12	-			73	27	90
-120	243	1178	12	-			66	-11	57
-54	232	1235	12	-			28	8	9
-26	240	1244	12	-			83	-25	38
57	215	1282	12	-			57	-6	39
114	209	1321	12	-			29	8	16
143	217	1337	12	-			48	-21	71
191	196	1408	12	-			44	-18	26
235	178	1434	12	-			-32	-17	95
203	161	1529	12	-			-11	-3	66
192	158	1595	12	-			28	5	43
220	163	1638	12	-			-32	-10	52
188	153	1690	12	-			7	4	17
195	157	1707	12	-			-1	-4	34
194	153	1741	12	-			6	-26	34
200	127	1775	12	-			-1	-5	-3
199	122	1772	12	-			5	-17	29
204	105	1801	12	-			19	-12	-9
223	93	1792	12	-			-12	-26	28
211	67	1820	12	-			23	4	-14
234	71	1806	12	-			8	-6	25
242	65	1831	12	-			-28	-13	12
214	52	1843	12	-			-26	-7	9
188	45	1852	12	-			-17	-4	22
171	41	1874	12	-			27	-14	-8
198	27	1866	12	-			-12	-11	28
186	16	1894	12	-			14	28	-15
200	44	1879	12	-			19	17	-1
219	61	1878	12	-			-44	-2	57
175	59	1935	12	-			14	16	-23
189	75	1912	12	-			-22	14	12
167	89	1924	12	-			-4	4	-14
163	93	1910	12	-			-8	18	7
155	111	1917	12	-			-2	25	7
153	136	1924	12	-			-11	22	-26
142	158	1898	12	-			-34	22	-3
108	180	1895	12	-			29	15	9
137	195	1904	12	-			-31	1	-7
106	196	1897	12	-			-9	-10	-34
97	186	1863	12	-			-22	2	-25
75	188	1838	12	-			-4	-24	-26
71	164	1812	12	-			-14	-7	9
57	157	1821	12	-			-17	-29	-26
40	128	1795	12	-			22	-2	-14
62	126	1781	12	-			-11	-38	-4
51	88	1777	12	-			-30	-32	-2
21	56	1775	12	-			4	-4	-9
25	52	1766	12	-			-20	-27	6
5	25	1772	12	-			5	-32	-10
10	-7	1762	12	-			-11	-23	6
-1	-30	1768	12	-			10	-7	5
9	-37	1773	12	-			-21	-20	16
-12	-57	1789	12	-			16	19	13
4	-38	1802	12	-			-21	15	233
-17	-23	2035	12	-			-1920	5471	14712
-1937	5448	16747	13	Z-			1879	-3999	-12546
-58	1449	4201	13	-			1827	-1452	-4535
1769	-3	-334	13	-			-71	-669	790
1698	-672	456	13	-			-527	-171	1235
1171	-843	1691	13	-			-541	-32	941
630	-875	2632	13	-			-459	285	455
171	-590	3087	13	-			-141	219	-114
30	-371	2973	13	-			126	141	-226
156	-230	2747	13	-			-9	91	-19
147	-139	2728	13	-			-72	185	-117
75	46	2611	13	-			148	20	-375
223	66	2236	13	-			135	-18	-346
358	48	1890	13	-			-31	-68	-136
327	-20	1754	13	-			-119	-46	-44
208	-66	1710	13	-			-73	-35	-164
135	-101	1546	13	-			-40	-1	-124
95	-102	1422	13	-			-153	21	-49
-58	-81	1373	13	-			-73	73	-96
-131	-8	1277	13	-			-54	166	-68
-185	158	1209	13	-			-81	95	23
-266	253	1232	13	-			-24	106	89
-290	359	1321	13	-			54	73	88
-236	432	1409	13	-			102	22	55
-134	454	1464	13	-			29	3	39
-105	457	1503	13	-			135	-28	28
30	429	1531	13	-			77	-53	24
107	376	1555	13	-			59	-25	77
166	351	1632	13	-			18	-22	34
184	329	1666	13	-			17	-10	65
201	319	1731	13	-			-3	-24	71
198	295	1802	13	-			-34	4	71
164	299	1873	13	-			18	-9	27
182	290	1900	13	-			-8	-25	50
174	265	1950	13	-			6	3	54
180	268	2004	13	-			12	-45	36
192	223	2040	13	-			21	-11	-4
213	212	2036	13	-			-17	-14	-2
196	198	2034	13	-			15	-10	6
211	188	2040	13	-			4	-1	-10
215	187	2030	13	-			19	-40	5
234	147	2035	13	-			-27	-6	11
207	141	2046	13	-			11	4	-48
218	145	1998	13	-			0	-19	0
218	126	1998	13	-			-18	-31	-29
200	95	1969	13	-			-11	-4	-6
189	91	1963	13	-			-26	-10	-33
163	81	1930	13	-			13	-18	-21
176	63	1909	13	-			-35	-2	-24
141	61	1885	13	-			-2	-18	-27
139	43	1858	13	-			-20	-10	-34
119	33	1824	13	-			-15	4	-8
104	37	1816	13	-			0	3	-36
104	40	1780	13	-			-11	0	0
93	40	1780	13	-			-18	12	-18
75	52	1762	13	-			-5	3	-11
70	55	1751	13	-			-5	2	-3
65	57	1748	13	-			5	3	-31
70	60	1717	13	-			-24	21	2
46	81	1719	13	-			8	8	-36
54	89	1683	13	-			-15	-13	10
39	76	1693	13	-			-6	10	-18
33	86	1675	13	-			-22	2	0
11	88	1675	13	-			3	11	-2
14	99	1673	13	-			-28	-12	-14
-14	87	1659	13	-			10	4	-14
-4	91	1645	13	-			-6	-7	20
-10	84	1665	13	-			-30	-18	-1
-40	66	1664	13	-			13	-10	-7
-27	56	1657	13	-			-13	-9	23
-40	47	1680	13	-			-11	-10	13
-51	37	1693	13	-			0	-29	43
-51	8	1736	13	-			8	-31	2
-43	-23	1738	13	-			12	-13	44
-31	-36	1782	13	-			-916	1105	8703
-947	1069	10485	14	Z-			115	746	-4052
-832	1815	6433	14	-			1703	-971	-4574
871	844	1859	14	-			697	-1161	-901
1568	-317	958	14	-			-107	-423	335
1461	-740	1293	14	-			-694	-137	1303
767	-877	2596	14	-			-425	319	559
342	-558	3155	14	-			-195	188	122
147	-370	3277	14	-			22	149	-42
169	-221	3235	14	-			102	146	-242
271	-75	2993	14	-			99	130	-238
370	55	2755	14	-			71	30	-127
441	85	2628	14	-			-100	65	-145
341	150	2483	14	-			-43	-57	-228
298	93	2255	14	-			-40	-42	-156
258	51	2099	14	-			11	-43	-217
269	8	1882	14	-			-144	49	-90
125	57	1792	14	-			-148	45	-78
-23	102	1714	14	-			-33	42	-117
-56	144	1597	14	-			-132	104	-41
-188	248	1556	14	-			-100	99	1
-288	347	1557	14	-			-34	95	36
-322	442	1593	14	-			58	63	57
-264	505	1650	14	-			47	11	0
-217	516	1650	14	-			117	-45	36
-100	471	1686	14	-			124	-66	-45
24	405	1641	14	-			26	-42	20
50	363	1661	14	-			66	-61	-11
116	302	1650	14	-			46	-55	16
162	247	1666	14	-			14	-36	7
176	211	1673	14	-			-11	-22	16
165	189	1689	14	-			-8	8	-8
157	197	1681	14	-			27	-31	9
184	166	1690	14	-			-28	-21	22
156	145	1712	14	-			11	-12	-3
167	133	1709	14	-			2	-6	7
169	127	1716	14	-			-12	-16	7
157	111	1723	14	-			18	-33	-38
175	78	1685	14	-			-11	-4	4
164	74	1689	14	-			27	-16	-49
191	58	1640	14	-			-30	-26	-12
161	32	1628	14	-			2	-11	-15
163	21	1613	14	-			15	-20	-28
178	1	1585	14	-			-30	6	21
148	7	1606	14	-			12	-9	-38
160	-2	1568	14	-			-15	-11	-16
145	-13	1552	14	-			-9	-5	-21
136	-18	1531	14	-			-14	-30	15
122	-48	1546	14	-			15	1	-23
137	-47	1523	14	-			-5	0	-3
132	-47	1520	14	-			-44	-26	13
88	-73	1533	14	-			50	8	-1
138	-65	1532	14	-			-21	-6	-1
117	-71	1531	14	-			8	13	6
125	-58	1537	14	-			18	-3	17
143	-61	1554	14	-			10	-3	18
153	-64	1572	14	-			0	4	32
153	-60	1604	14	-			-7	32	36
146	-28	1640	14	-			19	-5	-7
165	-33	1633	14	-			-34	33	42
131	0	1675	14	-			-11	19	18
120	19	1693	14	-			2	20	11
122	39	1704	14	-			-7	22	3
115	61	1707	14	-			-24	1	45
91	62	1752	14	-			-12	10	34
79	72	1786	14	-			3	11	-3
82	83	1783	14	-			-19	18	42
63	101	1825	14	-			-8	7	1
55	108	1826	14	-			7	11	13
62	119	1839	14	-			-12	14	32
50	133	1871	14	-			-27	7	22
23	140	1893	14	-			-6	-20	25
17	120	1918	14	-			28	-4	34
45	116	1952	14	-			-22	14	43
23	130	1995	14	-			-333	227	2459
-310	357	4454	14	-			-1590	4229	12694
-1900	4586	17148	15	Z-			2516	-3031	-14666
616	1555	2482	15	-			933	-1326	-994
1549	229	1488	15	-			219	-661	-151
1768	-432	1337	15	-			-657	-289	1245
1111	-721	2582	15	-			-394	-7	779
717	-728	3361	15	-			-347	213	166
370	-515	3527	15	-			-62	207	-92
308	-308	3435	15	-			-70	143	-167
238	-165	3268	15	-			97	127	-280
335	-38	2988	15	-			185	70	-277
520	32	2711	15	-			-13	37	-258
507	69	2453	15	-			-209	29	-52
298	98	2401	15	-			-23	-20	-229
275	78	2172	15	-			-20	-109	-418
255	-31	1754	15	-			-239	0	-99
16	-31	1655	15	-			-60	-15	-113
-44	-46	1542	15	-			-173	-6	-184
-217	-52	1358	15	-			-105	46	-240
-322	-6	1118	15	-			-18	40	-92
-340	34	1026	15	-			-56	89	-62
-396	123	964	15	-			14	105	50
-382	228	1014	15	-			19	78	101
-363	306	1115	15	-			82	9	23
-281	315	1138	15	-			90	-2	44
-191	313	1182	15	-			95	-57	3
-96	256	1185	15	-			132	-48	8
36	208	1193	15	-			30	-47	36
66	161	1229	15	-			40	-39	32
106	122	1261	15	-			41	-33	42
147	89	1303	15	-			39	-8	65
186	81	1368	15	-			-36	-7	70
150	74	1438	15	-			22	12	65
172	86	1503	15	-			20	13	70
192	99	1573	15	-			-27	31	69
165	130	1642	15	-			17	1	58
182	131	1700	15	-			32	18	39
214	149	1739	15	-			21	6	49
235	155	1788	15	-			-21	6	31
214	161	1819	15	-			4	-15	25
218	146	1844	15	-			33	-11	0
251	135	1844	15	-			-37	-20	51
214	115	1895	15	-			-2	-16	16
212	99	1911	15	-			2	-9	-19
214	90	1892	15	-			-14	-8	17
200	82	1909	15	-			-15	-4	35
185	78	1944	15	-			-6	-16	-7
179	62	1937	15	-			3	9	-18
182	71	1919	15	-			-39	-6	8
143	65	1927	15	-			2	-26	-9
145	39	1918	15	-			23	-7	-6
168	32	1912	15	-			-41	-6	-7
127	26	1905	15	-			2	-5	-13
129	21	1892	15	-			-19	-2	-30
110	19	1862	15	-			9	0	0
119	19	1862	15	-			-38	-8	5
81	11	1867	15	-			31	3	-22
112	14	1845	15	-			-31	25	21
81	39	1866	15	-			-31	7	-14
50	46	1852	15	-			7	-4	-11
57	42	1841	15	-			-12	8	17
45	50	1858	15	-			-6	13	-21
39	63	1837	15	-			-21	18	-15
18	81	1822	15	-			14	-8	17
32	73	1839	15	-			-23	3	-6
9	76	1833	15	-			1	10	-10
10	86	1823	15	-			-16	5	15
-6	91	1838	15	-			-22	19	7
-28	110	1845	15	-			14	10	-32
-14	120	1813	15	-			-19	9	31
-33	129	1844	15	-			-9	10	-19
-42	139	1825	15	-			-34	17	19
-76	156	1844	15	-			9	6	-12
-67	162	1832	15	-			-15	-8	28
-82	154	1860	15	-			-25	-9	26
-107	145	1886	15	-			22	-6	-15
-85	139	1871	15	-			-32	-24	17
-117	115	1888	15	-			-875	1171	10299
-992	1286	12187	16	Z-			370	565	-6657
-622	1851	5530	16	-			2159	-1200	-5021
1537	651	509	16	-			130	-734	472
1667	-83	981	16	-			-272	-549	427
1395	-632	1408	16	-			-592	-157	1206
803	-789	2614	16	-			-438	241	559
365	-548	3173	16	-			-296	193	187
69	-355	3360	16	-			-126	151	-83
-57	-204	3277	16	-			-29	108	-250
-86	-96	3027	16	-			35	143	-272
-51	47	2755	16	-			175	22	-245
124	69	2510	16	-			213	-5	-326
337	64	2184	16	-			87	-61	-215
424	3	1969	16	-			-34	-21	-80
390	-18	1889	16	-			-76	-1	-131
314	-19	1758	16	-			-144	-2	-118
170	-21	1640	16	-			-205	54	-23
-35	33	1617	16	-			-74	79	-26
-109	112	1591	16	-			-116	109	-43
-225	221	1548	16	-			-110	102	33
-335	323	1581	16	-			-17	81	64
-352	404	1645	16	-			32	42	3
-320	446	1648	16	-			57	-5	9
-263	441	1657	16	-			75	-13	12
-188	428	1669	16	-			120	-40	-22
-68	388	1647	16	-			46	-26	-10
-22	362	1637	16	-			57	-37	28
35	325	1665	16	-			43	-59	30
78	266	1695	16	-			37	-29	14
115	237	1709	16	-			-8	-26	50
107	211	1759	16	-			6	-4	29
113	207	1788	16	-			34	-12	32
147	195	1820	16	-			2	-3	22
149	192	1842	16	-			-5	-6	1
144	186	1843	16	-			20	-29	10
164	157	1853	16	-			-5	-6	-19
159	151	1834	16	-			-4	-21	21
155	130	1855	16	-			-15	-20	-9
140	110	1846	16	-			15	-10	0
155	100	1846	16	-			-6	-15	-1
149	85	1845	16	-			-4	6	-16
145	91	1829	16	-			-2	9	-6
143	100	1823	16	-			-12	0	-1
131	100	1822	16	-			2	9	-13
133	109	1809	16	-			-9	-4	-6
124	105	1803	16	-			18	1	-24
142	106	1779	16	-			-8	-13	9
134	93	1788	16	-			-13	1	-17
121	94	1771	16	-			29	-8	-2
150	86	1769	16	-			-34	5	8
116	91	1777	16	-			0	7	-5
116	98	1772	16	-			8	10	-26
124	108	1746	16	-			5	-4	20
129	104	1766	16	-			-23	20	14
106	124	1780	16	-			-18	4	-15
88	128	1765	16	-			5	0	-27
93	128	1738	16	-			-17	0	-5
76	128	1733	16	-			4	1	-15
80	129	1718	16	-			-3	-4	0
77	125	1718	16	-			-11	5	-16
66	130	1702	16	-			-10	1	2
56	131	1704	16	-			-6	2	-30
50	133	1674	16	-			-6	-33	-29
44	100	1645	16	-			-15	13	-1
29	113	1644	16	-			-28	-29	-29
1	84	1615	16	-			5	-9	-8
6	75	1607	16	-			-29	-15	4
-23	60	1611	16	-			-15	0	-26
-38	60	1585	16	-			-21	2	1
-59	62	1586	16	-			-9	-9	-5
-68	53	1581	16	-			-28	-6	29
-96	47	1610	16	-			5	-8	-22
-91	39	1588	16	-			-1863	971	14067
-1954	1010	15655	17	Z-			1395	689	-10546
-559	1699	5109	17	-			2166	-1086	-5235
1607	613	-126	17	-			88	-899	921
1695	-286	795	17	-			-113	-339	601
1582	-625	1396	17	-			-645	-23	1206
937	-648	2602	17	-			-298	71	352
639	-577	2954	17	-			-262	119	224
377	-458	3178	17	-			-51	72	13
326	-386	3191	17	-			-44	57	-248
282	-329	2943	17	-			0	123	-370
282	-206	2573	17	-			46	80	-212
328	-126	2361	17	-			40	19	-487
368	-107	1874	17	-			32	-32	-269
400	-139	1605	17	-			-81	-37	-236
319	-176	1369	17	-			-183	-25	-204
136	-201	1165	17	-			-115	-69	-205
21	-270	960	17	-			-156	16	-10
-135	-254	950	17	-			-109	44	-121
-244	-210	829	17	-			-82	123	-68
-326	-87	761	17	-			-59	97	-2
-385	10	759	17	-			-1	176	124
-386	186	883	17	-			33	112	156
-353	298	1039	17	-			109	96	77
-244	394	1116	17	-			48	38	62
-196	432	1178	17	-			166	29	11
-30	461	1189	17	-			116	-51	0
86	410	1189	17	-			51	25	68
137	435	1257	17	-			37	-98	50
174	337	1307	17	-			41	-59	97
215	278	1404	17	-			28	-29	57
243	249	1461	17	-			-27	6	110
216	255	1571	17	-			1	-31	51
217	224	1622	17	-			-25	2	99
192	226	1721	17	-			-134	30	62
58	256	1783	17	-			-64	-14	72
-6	242	1855	17	-			5	18	73
-1	260	1928	17	-			-25	23	62
-26	283	1990	17	-			-7	10	47
-33	293	2037	17	-			40	1	26
7	294	2063	17	-			-9	7	31
-2	301	2094	17	-			-8	-19	25
-10	282	2119	17	-			43	-12	7
33	270	2126	17	-			14	-4	2
47	266	2128	17	-			27	14	3
74	280	2131	17	-			9	-28	-1
83	252	2130	17	-			45	-33	-15
128	219	2115	17	-			-42	-30	-28
